0.0518724302,-2.9717695384,93,879.1
0.6699376704,-3.1518089357,96,879.1
0.8483513145,-3.1660902084,96,879.1
0.7459258448,-2.991745156,97,879.2
5.0176179023,3.1353556467,32,882.2
4.8684677508,2.3745103784,32,882.2
3.7900187309,2.1008416877,32,882.3
3.7041283418,2.4054890713,30,882.4
3.0641293851,3.0641293851,28,882.5
2.1783357884,2.5960395017,28,882.5
3.125825817,3.3520377991,27,882.6
3.3768115231,3.4967906961,25,882.7
4.4473135726,3.7317391785,24,882.8
4.5372685126,4.5372685126,24,882.8
5.0695253724,6.2603424673,25,882.8
5.546098904,5.1718208971,25,883
5.1906417126,5.3750668414,23,883
5.7387294856,5.167175238,22,883.1
5.0392101049,5.4038912397,21,883.1
5.2043491606,5.7800153093,20,883.1
4.9813056251,5.5323003674,18,883.1
4.7550441216,5.0991605307,18,883.1
4.6849406889,5.7854199353,17,883.1
5.070880032,6.0432394957,17,883.2
4.7373840549,5.8501820988,17,883.3
4.245115711,5.8429005149,17,883.4
4.0545350385,6.2434364503,17,883.5
3.2332945814,5.3811058322,17,883.6
3.576653298,5.9525506993,16,883.6
3.5416666667,6.1343466101,17,883.7
4.2347575048,7.047820028,17,883.6
4.523529763,6.9656249949,18,883.6
4.523529763,6.9656249949,18,883.6
4.652342206,6.6442332481,19,883.6
3.7535947883,6.0070073478,17,883.6
3.0759218363,5.1191936014,16,883.5
3.1770610376,4.8922449797,15,883.4
2.7534528992,4.2399456491,16,883.3
2.6753366669,4.4525079231,16,883.3
1.6495430525,3.704934356,15,883.4
0.8953124248,2.6001760829,15,883.5
0.902553156,2.479744416,14,883.5
1.3105958499,2.9436464746,13,883.4
1.9837980872,2.5391457616,13,883.3
2.0121386571,3.0984218205,13,883.2
3.1230549502,3.1230549502,13,883.2
1.5161578949,2.4263598307,13,883.1
1.4020757333,2.0023716638,13,883.1
1.4284169104,1.7023209847,13,883.1
-1.0947702648,0.3139203219,13,883.2
2.0650743085,1.1446893811,13,883
0.8862688649,2.573911678,13,882.9
-1.6111111111,-2.95956309794E-16,13,882.9
-0.914192127,-0.8524979501,14,882.8
1.4888192275,-0.1828040151,13,882.7
2.5889871833,0.8412129291,13,882.7
3.0812186592,0.5989282355,12,882.7
2.3436850156,-1.6410659151,14,882.6
2.9104868016,-0.8345686607,15,882.5
2.4031542399,-0.6890933895,15,882.4
1.9666963795,2.517256574,13,882.3
2.4734781988,1.9324929642,12,882.3
2.7979295477,2.8973408625,11,882.3
2.9283302035,2.2066550849,11,882.3
2.0646790455,2.1380377399,9,882.2
0.9361567027,1.2423219045,9,882.3
1.967417988,0.1375752677,9,882.3
2.1082179067,-0.1104870187,9,882.2
2.644939911,0.5141242375,10,882.2
3.0338137289,2.2041946961,10,882.1
2.3177388939,2.3177388939,10,882
2.0335230356,1.7677146059,11,881.8
1.1028290574,0.1354103816,10,881.7
1.6461472343,0.2607241084,11,881.6
2.2158174443,0.3907083998,10,881.4
1.9154990851,0.066890702,11,881.3
1.8665792862,0.7923158994,10,881.1
3.1058047613,2.3403917567,11,881
2.0980744177,2.0260869138,10,880.9
0.6399302664,-0.5761957999,9,880.8
0.6289246502,0.5467158575,9,880.8
1.7726215913,0.8645653173,10,880.8
1.5319231714,-0.2701193875,9,880.7
0.7267486362,-0.7267486362,9,880.7
1.3206802941,0.3292825801,9,880.7
2.5441885025,-0.5873721975,10,880.8
1.5553186369,0.0271481878,10,880.9
3.8682179869,2.7085553939,9,881
2.6957297427,0.3788601082,9,881.1
2.6338355749,0.4171585734,9,881.3
2.6612713622,0.4215039752,9,881.3
2.6630120927,0.13956255,9,881.2
2.6111111111,1.59884443222E-16,10,881.3
3.0327799078,0.3723785493,10,881.3
3.126944469,-0.2735721925,10,881.3
3.1163679556,-1.2590943834,11,881.4
2.2372322931,-1.2916666667,11,881.5
2.7474966026,-0.8927157615,10,881.6
3.126944469,-0.2735721925,9,881.6
3.9017625675,-0.3413599924,9,881.7
4.689762677,1.1692891621,8,881.7
4.6752676958,1.4293727786,8,881.7
4.7815113221,2.0296311397,8,881.7
4.6937294578,0.0819293524,8,881.7
4.676580666,-0.4091477923,7,881.7
4.0711020604,0.5721560817,7,881.7
4.4890382262,0.3139041318,8,881.8
4.2269178502,1.3734088639,8,881.8
3.7685201505,0.5296309675,8,881.8
2.7019311906,0.3317554348,8,881.8
3.4444444444,2.10911393186E-16,8,881.8
2.5238814965,1.5165009984,8,881.7
3.5286019382,1.4978026592,9,881.6
3.449004634,1.6082972739,11,881.4
3.3676324997,2.7270550279,12,881.3
3.5938597952,2.7081676042,15,881.2
3.0984218205,2.0121386571,15,881
2.9174374292,3.1285686125,15,880.9
2.3575135992,1.3611111111,15,880.8
1.5230637856,3.9677168126,15,880.6
1.4984263737,3.7087354183,16,880.4
1.6793036913,2.5859009178,16,880.3
1.8800560969,2.6849983674,16,880.1
1.8747971949,2.2342962924,16,880
-0.1434757087,4.1086067333,15,879.8
0.1657305281,3.1623268601,15,879.7
1.0729756749,3.3022795705,16,879.6
2.3977180061,2.6629356246,17,879.5
0.742034982,3.8174390467,16,879.4
1.0372743061,4.4929286321,16,879.3
0.7632359815,3.9265087338,16,879.1
-0.3861746004,3.6742058912,16,879.1
